"OWCODE","ShortCompanyName","CountryName","Telephone","Telex","Emailaddress","Website","FullName","NationalityofRegistration","NationalityofControl","LastChangeDate","CompanyStatus","FullAddress","Facsimile"
"1482851","COSCO HK SHIPPING CO LTD","Hong Kong, China","+852 2809 8688","73462","hkop@coscochs.com.hk","www.coscochs.com.hk","COSCO (HK) Shipping Co Ltd ","Hong Kong, China","China, People's Republic of","20130930","","51st Floor, COSCO Tower, 183, Queen's Road Central, Hong Kong, China.","+852 2907 7909"
"1509526","MARAN TANKERS MANAGEMENT INC","Greece","+30 213 017 4500","214341kris","mail@marantankers.gr","","Maran Tankers Management Inc ","Liberia","Greece","20110623","","8, Achilleos & Lamprou Katsoni Streets, Kallithea, 176 74 Athens, Greece.","+30 213 017 4800"
"1530186","VARSHIP SHIPPING CO LTD","Greece","+30 210 898 3063","210509wind","oper@varship.gr","www.varship.gr","Varship Shipping Co Ltd ","Greece","Greece","20081003","","71, Poseidonos Avenue, Glyfada, 166 74 Athens, Greece.","+30 210 894 6959"
"1532461","NORWEGIAN CAR CARRIERS ASA","Norway","+47 23 11 64 64","78425","nocc@noccasa.no","www.noccasa.no","Norwegian Car Carriers ASA ","Norway","Norway","20130328","","Drammensveien 167, 0277 Oslo, Norway.","+47 23 11 64 60"
"1533472","SOMIT SRL","Italy","+39 041 554 4467","","info@somit.it","www.somit.it","SOMIT Srl ","Italy","Italy","20140618","","Via Maestri del Lavoro 50, 30015 Chioggia VE, Italy.","+39 041 554 4257"
"1535947","MSC SHIPMANAGEMENT LTD","Cyprus","+357 2584 4800","","safety@mscsmcy.com","www.mscgva.ch","MSC Shipmanagement Ltd ","Cyprus","Switzerland","20140425","","MSC House, 8, Spyrou Kyprianou Avenue, Limassol, Cyprus.","+357 2584 4707"
"1540307","FUJIAN ANDA SHIPPING CO LTD","China, People's Republic of","+86 595 2256 0188","","anda@fjanda.com.cn","www.fjanda.com.cn","Fujian Anda Shipping Co Ltd ","China, People's Republic of","China, People's Republic of","20111007","","Antougang Lu, Dongyuanzhen, Hui'an Xian, Fujian, 362122, China.","+86 595 2253 1669"
"1547366","CIDO SHIPPING HK CO LTD","Hong Kong, China","+852 3907 2200","","","","Cido Shipping (HK) Co Ltd ","Hong Kong, China","Hong Kong, China","20130408","","20th Floor, World Wide House, 19, Des Voeux Road Central, Hong Kong, China.","+852 3907 2211"
"1551421","KHAZAR SEA SHIPPING LINES","Iran","+98 181 322 3801","232197ksco","info@khazarshipping.com","www.khazarshipping.com","Khazar Sea Shipping Lines ","Iran","Iran","20130319","","Shahid Mostafa Khomeini Street Ghazian Street, PO Box 43145/1711-324, 4315671145 Bandar Anzali, Iran.","+98 181 322 8382"
"1580214","U-MING MARINE TRANSPORT-SNG","Singapore","+65 6289 9397","23991umings","umingsgp@uming.com.sg","www.uming.com.tw","U-Ming Marine Transport (Singapore) Pte Ltd","Singapore","Chinese Taipei","20140114","","02-01, Cemtex Industrial Building, 5, Little Road, Singapore 536983","+65 6289 9809"
"1586071","CSL AMERICAS","United States of America","+1 978 922 1300","49615296csl","info@cslint.com","www.cslint.com","CSL Americas ","United States of America","Canada","20131017","","Suite 7, 152, Conant Street, Beverly MA 01915-1659, USA.","+1 978 922 1772"
"1592194","SAMUDERA INDONESIA SHIP","Indonesia","+62 21 690 7130","","sismjkt@sism.co.id","","PT Samudera Indonesia Ship Management (PT SISM)","Indonesia","Indonesia","20131111","","Jalan Kali Besar Barat 43, Jakarta, 11230, Indonesia.","+62 21 690 8348"
"1601573","FLEET MANAGEMENT LTD-HKG","Hong Kong, China","+852 2861 3511","79611fltmg","fml@fleetship.com","www.fleetship.com","Fleet Management Ltd ","Hong Kong, China","Hong Kong, China","20140605","","11th Floor, Dah Sing Financial Centre, 108, Gloucester Road, Wan Chai, Hong Kong, China.","+852 2528 1550"
"1605338","TECHNOMAR SHIPPING INC","Greece","+30 210 623 3670","216964","info@technomar.gr","","Technomar Shipping Inc ","Marshall Islands","Greece","20121016","","3-5, Menandrou Street, Kifisia, 145 61 Athens, Greece.","+30 210 808 4224"
"1645660","HOEGH FLEET SERVICES AS","Norway","+47 21 03 90 00","79350hship","hfs@hoegh.com","www.hoegh.no","Hoegh Fleet Services AS ","Norway","Norway","20110624","","Drammensveien 134, 0277 Oslo, Norway.","+47 21 03 90 01"
"1666334","HOANG PHUONG CO LTD","Vietnam","+84 31 382 3633","","hoangphuongship@vnn.vn","","Hoang Phuong Co Ltd (Cong Ty Trach Nhiem Huu Han Hoang Phuong) ","Vietnam","Vietnam","20101125","","1N, Ming Khai, Hong Bang District, Haiphong City, Vietnam.","+84 31 374 6959"
"1679101","VALIANT SHIPPING SA","Greece","+30 210 960 5840","214364vlt","valiant@hol.gr","","Valiant Shipping SA ","Liberia","Greece","20120726","","2nd Floor, 114, Vouliagmenis Avenue, Glyfada, 166 74 Athens, Greece.","+30 210 960 5845"
"1681296","CIDO SHIPPING KOREA CO LTD","Korea, South","+82 51 660 7700","","csqt@cidoship.com","www.cidoship.com","Cido Shipping (Korea) Co Ltd ","Korea, South","Hong Kong, China","20100706","","Dongil Building, 1213-3, Choryang 1-dong, Dong-gu, Busan, 601-839, South Korea.","+82 51 660 7704"
"1685961","MAKHACHKALA PORT","Russia","+7 872 270 0298","175156port","mmmtp@mail.ru","www.mmport.ru","State Enterprise Makhachkala International Sea Commercial Port","Russia","Russia","20130401","","shosse Portovoye 5, Makhachkala, Dagestan, 367000, Russia.","+7 872 270 0688"
"1698065","MERLUS FISHING PTY LTD","Namibia","","","","","Merlus Fishing Pty Ltd ","Namibia","Namibia","20100510","","PO Box 1996, Ben Amathila Avenue, Walvis Bay, Namibia.",""
"1704970","LARUS SA","Greece","+30 210 428 7315","211435","larus@larus.gr","","Larus SA ","Liberia","Greece","20120911","","81, Akti Miaouli, 185 38 Piraeus, Greece.","+30 210 428 3216"
"1729117","SIBUM","Germany","+49 5932 733870","","reederei@sibum.de","www.sibum.de","Reederei Bernd Sibum GmbH & Co KG ","Germany","Germany","20060327","","Emsstrasse 44, 49733 Haren (Ems), Germany.","+49 5932 733 8733"
"1736635","TRITON SCHIFFAHRTS GMBH","Germany","+49 491 927610","27608triton","triton@reedereitriton.de","www.reedereitriton.de","Triton Schiffahrts GmbH ","Germany","Netherlands","20080813","","Hafenstrasse 6, 26789 Leer (Ostfriesland), Germany.","+49 491 927 6122"
"1737032","ODYSSEA VESSELS INC","United States of America","+1 985 385 0189","","info@odysseamarine.com","www.odysseamarine.com","Odyssea Vessels Inc ","United States of America","United States of America","20110624","","2250, River Road, Berwick LA 70342-3002, USA.","+1 985 384 8545"
"1754044","CONSOLIDATED MARINE MANAGEMENT","Greece","+30 210 459 5100","211096cmm","cmm@cmm.gr","www.cmm.gr","Consolidated Marine Management Inc (CMM)","Panama","Bermuda","20140714","","4, Xenias Street, Kifisia, 145 62 Athens, Greece.","+30 210 428 7334"
"1754469","FRONTLINE LTD","Bermuda","+1 441 295 6935","","info@frontmgt.no","www.frontmgt.no","Frontline Ltd ","Bermuda","Bermuda","20130125","","Par-la-Ville Place, 14, Par la Ville Road, Hamilton, HM 08, Bermuda.","+1 441 295 3494"
"1760272","CORAL SHIPPING CORP","Greece","+30 210 960 2008","214320crl","coralcorp@coral-corp.com","www.coral-corp.com","Coral Shipping Corp ","Liberia","Greece","20120802","","12, Kithiron Street, 174 55 Athens, Greece.","+30 210 960 2013"
"1779272","LINDALIINI","Estonia","+372 699 9340","","info@lindaliini.ee","www.lindaliini.ee","Lindaliini AS ","Estonia","Estonia","20140619","","Adala tn 4A, 10614 Tallinn, Estonia.","+372 699 9341"
"1782696","ODYSSEA MARINE INC","United States of America","+1 985 693 5707","","info@odysseamarine.com","www.odysseamarine.com","Odyssea Marine Inc ","United States of America","United States of America","20131203","","11864, Highway 308, Larose LA 70373-5877, USA.","+1 985 693 5695"
"1795520","CHINA SHIPPING PASSENGER LINER","China, People's Republic of","+86 411 8263 0160","","zhky@cnshipping.com","www.cspl.com.cn","China Shipping Passenger Liner Co Ltd ","China, People's Republic of","China, People's Republic of","20110506","","1, Minzhu Plaza, Zhongshan Qu, Dalian, Liaoning, 116001, China.","+86 411 8263 0316"
"1852847","UNIBROS SHIPPING CORP","Greece","+30 210 452 0204","212090nico","mail@unibros.gr","www.unibros.gr","Unibros Shipping Corp ","Liberia","Greece","20120615","","139, Notara Street, 185 36 Piraeus, Greece.","+30 210 452 0203"
"1853111","SHANGHAI PUYUAN SHIPPING CO","China, People's Republic of","+86 21 5028 1188","","puyuan@puyuanship.com","www.shpuyuan.com","Shanghai Puyuan Shipping Co Ltd ","China, People's Republic of","China, People's Republic of","20131011","","12th Floor, 600, Minsheng Lu, Pudong Xinqu, Shanghai, China.","+86 21 5851 4552"
"1861598","KOPERVIK SHIP MANAGEMENT AS","Norway","+47 52 84 55 50","","post@kopervikshipping.no","www.kopervikshipping.no","Kopervik Ship Management AS ","Norway","Norway","20110624","","Hovedgaten 57, 4250 Kopervik, Norway.","+47 52 84 55 51"
"1871197","V SHIPS CANADA INC","Canada","+1 514 841 6800","","canada@vships.com","www.vships.com","V Ships Canada Inc ","Canada","Monaco","20131219","","Suite 223, 759, rue du Square-Victoria, Montreal QC H2Y 2J7, Canada.","+1 514 841 6828"
"1880028","OCEAN SPARKLE LTD","India","+91 40 2374 1138","","oslhyd@oceansparkle.in","www.oceansparkle.com","Ocean Sparkle Ltd ","India","India","20111130","","1st Floor, Plot 128, Srinagar Colony, Hyderabad, 500073, India.","+91 40 2374 8752"
"1881295","HANSA SHIPPING GMBH & CO KG","Germany","+49 40 309 5910","","info@hansashipping.de","www.hansashipping.de","Hansa Shipping GmbH & Co KG ","Germany","Germany","20140911","","An der Alster 9, 20099 Hamburg, Germany.","+49 40 3095 9111"
"1889477","V SHIPS ASIA GROUP PTE LTD","Singapore","+65 6885 0610","22012vships","vssinopstech@vships.com","www.vships.com","V Ships Asia Group Pte Ltd ","Singapore","Monaco","20121018","","24-01, Keppel Towers, 10, Hoe Chiang Road, Singapore 089315","+65 6324 0977"
"1897790","SELANDIA SHIP MANAGEMENT INDIA","India","+91 22 6704 1000","","technical.in@selandia-group.com","www.selandia-group.com","Selandia Ship Management (India) Pvt Ltd ","India","India","20120214","","Room 102, Remi BizCourt, Plot 9, Shah Industrial Estate, Veera Desai Road, Andheri (W), Mumbai, 400053, India.","+91 22 6704 1011"
"1898149","BW MARITIME PTE LTD","Singapore","+65 6337 2133","","marinesafety.sgp@bwshipping.com","www.bwshipping.com","BW Maritime Pte Ltd ","Singapore","Bermuda","20101229","","18-01, Mapletree Business City, 10, Pasir Panjang, Singapore 117438","+65 6337 1623"
"1898811","COLUMBIA SHIPMANAGEMENT-GEU","Germany","+49 40 361 3040","","csm@csm-d.com","www.csm-d.com","Columbia Shipmanagement (Deutschland) GmbH","Germany","Cyprus","20130412","","Grosse Elbstrasse 275, 22767 Hamburg, Germany.","+49 40 3613 04550"
"1915837","NINGBO MERCHANT SHIPPING CO","China, People's Republic of","+86 574 8734 6021","","nbms@mail.nbptt.zj.cn","","Ningbo Merchant Shipping Co Ltd ","China, People's Republic of","China, People's Republic of","20121219","","8, Xianqian Jie, Haishu Qu, Ningbo, Zhejiang, China.","+86 574 8734 6055"
"1919790","PERU GOVT NAVY","Peru","","","","","Government of The Republic of Peru, (Peru Navy)","Peru","Peru","20100222","","Peru.",""
"1922502","PALMALI CO LTD","Russia","+7 863 268 8195","","palmali@palmali.com","www.palmali.com","Palmali Co Ltd ","Russia","Turkey","20130220","","Office 602, prospekt Budyonnovskiy 2, Rostov-na-Donu, 344007, Russia.","+7 863 268 8198"
"1924733","KOMA SHIPPING SERVICE LTD","Russia","+7 815 240 0903","","kssl_karandasov@com.mels.ru","www.kssl.ru","Koma Shipping Service Ltd ","Russia","Russia","20130227","","ul Sofi Perovskoy 31/11, Murmansk, 183038, Russia.","+7 815 240 0900"
"1933966","AUGUSTEA ATLANTICA SPA","Italy","+39 081 598 0911","05194078445","augustea.atlantica@augustea.com","www.augustea.com","Augustea Atlantica SpA ","Italy","Italy","20100226","","Viale Antonio Gramsci 5, 80122 Naples NA, Italy.","+39 081 248 6226"
"1941881","OLDENDORFF CARRIERS GMBH & CO","Germany","+49 451 15000","26411eolue","fleet@oldendorff.com","www.oldendorff.com","Oldendorff Carriers GmbH & Co KG ","Germany","Germany","20120913","","Willy-Brandt-Allee 6, 23554 Luebeck, Germany.","+49 451 73522"
"1950377","TANDI MARINE INC","United States of America","+1 985 475 5707","","","www.amtmarine.com","Tandi Marine Inc ","United States of America","United States of America","20140716","","408, Worth Avenue, Lafayette LA 70508-6637, USA.","+1 985 475 5695"
"1958148","RGWT INC","United States of America","","","","","RGWT Inc ","United States of America","United States of America","20140909","","Suite 300, 400, Oceangate, Long Beach CA 90802-4392, USA.",""
"1966797","WINSTAR SHIPPING PTE LTD","Singapore","+65 6220 0495","","enquiry@winstar.com.sg","www.winstar.com.sg","Winstar Shipping Pte Ltd ","Singapore","Singapore","20130930","","39B, Neil Road, Singapore 088823","+65 6271 0922"
"1968365","NYK SHIPMANAGEMENT PTE LTD","Singapore","+65 6416 7500","","nyksm@nyksm.com.sg","www.nyksm.com.sg","NYK Shipmanagement Pte Ltd ","Singapore","Japan","20140116","","15-01, HarbourFront Tower One, 1, Harbourfront Place, Singapore 098633","+65 6416 9921"
"1971157","DOCKWISE SHIPPING BV","Netherlands","+31 76 548 4100","","dockwise.netherlands@dockwise.com","www.dockwise.com","Dockwise Shipping BV ","Netherlands","Netherlands","20130625","","Lage Mosten 21, 4822 NJ Breda, Netherlands.","+31 76 548 4299"
"1973737","V SHIPS GERMANY GMBH","Germany","+49 40 853 9470","","vships.germany@vships.com","www.vships.com","V Ships (Germany) GmbH ","Germany","Monaco","20130618","","Gustav-Stresemann-Haus, Stresemannstrasse 342, 22761 Hamburg, Germany.","+49 40 8539 4718"
"1975163","SKANSI MARINE LLC","United States of America","+1 504 286 1002","","","www.skansimarine.com","Skansi Marine LLC ","United States of America","United States of America","20130705","","141, Robert E Lee Boulevard, New Orleans LA 70124-2534, USA.","+1 504 286 1006"
"1987170","HUB SHIPPING SDN BHD","Malaysia","+60 3 3325 2772","","investor.relations@hubline.com","www.hubline.com","Hub Shipping Sdn Bhd ","Malaysia","Malaysia","20130227","","B-10/1, 10th Floor, North Tower, BBT One, 1, Lebuh Batu Nilam, Bandar Bukit Tinggi, 41200 Klang, Selangor, Malaysia.","+60 3 3325 2442"
"1991282","ITM HOLDING","United Arab Emirates","+971 4 440 3600","49466itmdxb em","itm.dubai@tankermanager.com","www.tankermanager.com","International Tanker Management Holding Ltd (ITM Holding)","United Arab Emirates","United Arab Emirates","20140905","","Office 809, Executive Heights, DAMAC Building, Tecom C, PO Box 24415, Dubai, United Arab Emirates.","+971 4 440 3605"
"1996500","CARNIVAL PLC","United Kingdom","+44 20 7940 4466","","carnivaluk@carnival.com","www.carnivalukgroup.com","Carnival Plc (Carnival UK) ","United Kingdom","United States of America","20110428","","Carnival House, 5, Gainsford Street, London, SE1 2NE, United Kingdom.","+44 20 7940 4461"
"1998214","SEA RHYTHM ENTERPRISE PTE LTD","Singapore","+65 6225 1993","","searhythm@ctm.com.sg","www.ctm.com.sg","Sea Rhythm Enterprise Pte Ltd ","Singapore","Singapore","20130325","","B1-11, Chinatown Plaza, 34, Craig Road, Singapore 089673","+65 6227 2773"
"2057932","CARNIVAL CRUISE LINES","United States of America","+1 305 599 2600","","eroberts@carnival.com","www.carnival.com","Carnival Corp (Carnival Cruise Lines) ","United States of America","United States of America","20140501","","Carnival Corp, A Panama Corp, 3655, NW 87th Avenue, Doral FL 33178-2418, USA.","+1 305 406 6256"
"3025886","MAERSK OIL NORTH SEA UK","United Kingdom","+44 1224 242000","","","www.maerskoil.com","Maersk Oil North Sea UK Ltd ","United Kingdom","Denmark","20120224","","Maersk House, Crawpeel Road, Altens, Aberdeen, AB12 3LG, United Kingdom.","+44 1224 242510"
"3026028","MAERSK OIL UK LTD","United Kingdom","+44 1224 242000","","","www.maerskoil.com","Maersk Oil UK Ltd ","United Kingdom","Denmark","20090519","","Ninian House, Crawpeel Road, Altens, Aberdeen, AB12 3LG, United Kingdom.","+44 1224 242114"
"4001177","MURMANSK TRAWL FLEET CO","Russia","+7 815 228 8111","126110trflt","mtf@mtf.ru","www.mtf.ru","Murmansk Trawl Fleet Co (OAO 'Murmanskiy Tralovyy Flot')","Russia","Russia","20130417","","ul Shmidta 43, Murmansk, 183038, Russia.","+7 815 228 8070"
"4005696","ROYAL CARIBBEAN CRUISES LTD","United States of America","+1 305 539 6000","","investorrelations@rccl.com","www.royalcaribbean.com","Royal Caribbean Cruises Ltd (RCCL) ","Liberia","United States of America","20130906","","1050, Caribbean Way, Miami FL 33132-2028, USA.","+1 305 374 7354"
"4011363","STAR CLIPPERS MONACO SAM","Monaco","+377 97 97 84 00","","info.monaco@starclippers.com","www.starclippers.com","Star Clippers Monaco SAM ","Monaco","Monaco","20120321","","Clipper Palace, 4, rue de La Turbie 98000 Monaco-Ville, Monaco.","+377 97 97 84 01"
"4023631","MURMANRYBVOD","Russia","+7 815 245 8678","126430zona","mrv@an.ru","","Murmansk Basin Administration for Fishery Protection & Conservation (Upravleniye 'Murmanrybvod') ","Russia","Russia","20110414","","ul Kominterna 7, Murmansk, 183038, Russia.","+7 815 245 6028"
"4034811","NGOC MINH TRANGDING SHIPPING","Vietnam","+84 36 375 3467","","","","Ngoc Minh Trangding Shipping Service JSC ","Vietnam","","20130712","","26, Zone 4, Diem Dien, Thai Thuy District, Thai Binh Province, Vietnam.","+84 36 375 3467"
"4059320","DANDONG DALUDAO HAIXING","China, People's Republic of","+86 415 759 9218","","","","Dandong Daludao Haixing Enterprise (Group) Co Ltd","China, People's Republic of","China, People's Republic of","20130731","","Daludaocun, Gushanzhen, Donggang, Liaoning, 118313, China.","+86 415 759 9569"
"4063052","HIGHLINE SHIPPING SDN BHD","Malaysia","+60 85 622211","","hlssb@tm-net.my","","Highline Shipping Sdn Bhd ","Malaysia","Malaysia","20110811","","2nd Floor, Lot 2559-2560, Jalan Bulatan Park, Piasau Industrial Estate, 98000 Miri, Sarawak, Malaysia.","+60 85 622244"
"4063154","MARINE TOWING OF TAMPA","United States of America","+1 813 242 6500","","operations@marinetowingtampa.com","www.marinetowingtampa.com","Marine Towing of Tampa Inc ","United States of America","United States of America","20070201","","908, S 20th Street, Tampa FL 33605-6306, USA.","+1 813 242 4525"
"4077958","AGRICULTURE LEASING CO I","Vietnam","+84 4 3574 5417","","","www.alc1.com.vn","Agriculture Leasing Co I ","Vietnam","Vietnam","20120823","","4, Pham Ngoc Thach, Dong Da District, Hanoi City, Vietnam.","+84 4 3574 5431"
"4079336","PALMALI SHIPPING & AGENCY","Turkey","+90 212 350 0900","26066palitr","palmali@palmali.com","www.palmali.com","Palmali Gemicilik ve Acentelik AS (Palmali Shipping & Agency)","Turkey","Turkey","20140130","","Blok L, Maya Siteleri No 1, Ebululamardin Caddesi, Akatlar Mah, Besiktas, 34335 Istanbul, Turkey.","+90 212 350 0909"
"4086338","CASPIAN MARINE CO LTD","Russia","+7 851 261 2023","","ispolin@kb.telecomnet.ru","","Caspian Marine Co Ltd ","Russia","","20121008","","ul Zhelyabova 31, Astrakhan, 414000, Russia.","+7 851 261 2023"
"4088864","NINGBO DONGHAI SHPG CO LTD","China, People's Republic of","+86 574 8738 1098","","","","Ningbo Donghai Shipping Co Ltd ","China, People's Republic of","China, People's Republic of","20060720","","9th Floor, 1, Baisha Lu, Jiangbei Qu, Ningbo, Zhejiang, 315020, China.","+86 574 8735 2301"
"4095645","HAI LONG SHIPPING CO LTD","Vietnam","+84 31 827297","","","","Hai Long Shipping Co Ltd ","Vietnam","Vietnam","20090907","","42, Nguyen Trai, Ngo Quyen District, Haiphong City, Vietnam.","+84 31 827465"
"4099594","LIEN PHU RIVER SEA TRANS CO","Vietnam","+84 350 388 3143","","","","Lien Phu River Sea Transport Co Ltd ","Vietnam","Vietnam","20110808","","Truc Ninh District, Nam Dinh Province, Vietnam.","+84 350 384 3143"
"4100598","HONG DUONG CO LTD","Vietnam","+84 31 874322","","","","Hong Duong Co Ltd ","Vietnam","Vietnam","20050517","","An Lu, Thuy Nguyen District, Haiphong City, Vietnam.",""
"4100686","HONG KONG CHENGLU INTL SHIP","Hong Kong, China","","","hkclsm@vip.163.com","","Hong Kong Chenglu International Ship Management Co Ltd","Hong Kong, China","China, People's Republic of","20081015","","Room 3 1318-20, 13th Floor, Hollywood Plaza, 610, Nathan Road, Mong Kok, Kowloon, Hong Kong, China.",""
"4101605","HAI XUAN SERVICE & SHPG CO LTD","Vietnam","+84 36 713268","","","","Hai Xuan Service & Shipping Co Ltd ","Vietnam","Vietnam","20140314","","135, Diem Dien, Thai Thuy District, Thai Binh Province, Vietnam.",""
"4102241","ZHOUSHAN JINYU SHPG DEVT CO","China, People's Republic of","+86 580 805 2265","","","","Zhoushan Jinyu Shipping Development Co Ltd","China, People's Republic of","China, People's Republic of","20111017","","7, Ligang Beilu, Ligangzhen, Dinghai Qu, Zhoushan, Zhejiang, 316032, China.","+86 580 805 2011"
"4104437","PASIFIK GEMI ISLETMECILIGI","Turkey","+90 216 554 1400","","safety@pasifikgemi.com","","Pasifik Gemi Isletmeciligi ve Ticaret AS ","Turkey","Turkey","20121226","","Ord Prof Fahrettin Kerim Gokay Caddesi 18/2, Altunizade Mah, Uskudar, 34662 Istanbul, Turkey.","+90 216 554 1414"
"4106141","SHENZHEN HAIFA SHIPPING CO LTD","China, People's Republic of","+86 755 2682 1829","","","","Shenzhen Haifa Shipping Co Ltd ","China, People's Republic of","China, People's Republic of","20130409","","Room 501, Building 1, Finance Center, 22, Taizi Lu, Shekou Industrial Zone, Nanshan Qu, Shenzhen, Guangdong, 518067, China.","+86 755 2682 3173"
"4118232","RICKMERS SHIPMANAGEMENT-SNG","Singapore","+65 6372 6300","","mail@singapore.rickmers.sg","www.rickmers.de","Rickmers Shipmanagement (Singapore) Pte Ltd","Singapore","Germany","20130606","","42-01, AXA Tower, 8, Shenton Way, Singapore 068811","+65 6372 6301"
"4119381","NINGBO BEILUN SHIPPING CO LTD","China, People's Republic of","+86 574 2769 7263","","nbblcwgs@163.com","www.nbmarine.com","Ningbo Beilun Shipping Co Ltd ","China, People's Republic of","China, People's Republic of","20130528","","91, Honglian Xiaodaotou, Beilun Qu, Ningbo, Zhejiang, 315801, China.","+86 574 8688 2954"
"4125883","ZHEJIANG QINFENG SHIPPING","China, People's Republic of","+86 576 8855 9777","","fxy@qfshipping.com","www.qfshipping.com","Zhejiang Qinfeng Shipping Co Ltd ","China, People's Republic of","China, People's Republic of","20131114","","698, Donghai Dadao, Jiaojiang Qu, Taizhou, Zhejiang, 318000, China.","+86 576 8855 9011"
"4128636","TAIZHOU JINTAI SHIPPING CO LTD","China, People's Republic of","+86 523 8636 3313","","","","Taizhou Jintai Shipping Co Ltd ","China, People's Republic of","China, People's Republic of","20071228","","550-6, Hailing Nanlu, Hailing Qu, Taizhou, Jiangsu, 225300, China.","+86 523 8636 3313"
"4132841","MEKONG PETROLEUM TRANSPORT JSC","Vietnam","+84 710 916868","","mekongtrans@vnn.vn","www.mekongtrans.com.vn","Mekong Petroleum Transport JSC ","Vietnam","Vietnam","20140331","","56, Road No 8, Cai Rang District, Can Tho City, Vietnam.","+84 710 916688"
"4138796","GOLD GLORY INTL SHIP MGMT LTD","Hong Kong, China","","","","","Gold Glory International Ship Management Ltd","Hong Kong, China","","20111025","","Unit 2401A, 24th Floor, Park-In Commercial Centre, 56, Dundas Street, Yau Ma Tei, Kowloon, Hong Kong, China.",""
"4143598","CHENZHOU SHIP INDUSTRY GROUP","China, People's Republic of","+86 580 886 2525","","czjt07@yahoo.com.cn","www.chenzhougroup.cn","Chenzhou Ship Industry Group Co Ltd ","China, People's Republic of","China, People's Republic of","20130716","","Huiminqiao, Lincheng Jiedao, Dinghai Qu, Zhoushan, Zhejiang, China.","+86 580 886 2518"
"4143624","HAI NAM DEVELOPMENT & INVEST","Vietnam","+84 31 387 3216","","hainamjsc@vnn.vn","www.hainamshipping.com","Hai Nam Development & Investment JSC (Cong Ty Co Phan Dau Tu Va Phat Trien Hai Nam) ","Vietnam","Vietnam","20130909","","66, Tran Quoc Toan, Nui Deo, Thuy Nguyen District, Haiphong City, Vietnam.","+84 31 357 3283"
"4152389","NAM SON SHIPPING INDUSTRY","Vietnam","+84 31 3973666","","","","Nam Son Shipping Industry Development JSC","Vietnam","Vietnam","20101210","","8, Da Nang, Nui Deo, Thuy Nguyen District, Haiphong City, Vietnam.","+84 31 3874169"
"4152392","POMORSKI SAOBRACAJ HERCEG NOVI","Montenegro","+382 31 673522","","pomorski@t-com.me","","DOO 'Pomorski Saobracaj' Herceg Novi ","Montenegro","Montenegro","20140814","","Kamenari bb, 85343 Bijela, Montenegro.","+382 31 673558"
"4153047","VU HOANG TRANSPORT CO LTD","Vietnam","+84 31 384 1742","","","","Vu Hoang Transport Co Ltd ","Vietnam","","20110824","","9, Ben Binh, Hong Bang District, Haiphong City, Vietnam.","+84 31 356 9183"
"4153719","TRUNG DUC COMMERCIAL SERVICE","Vietnam","+84 36 385 3967","","","","Trung Duc Commercial Service JSC ","Vietnam","","20140113","","347, Zone 6, Diem Dien, Thai Thuy District, Thai Binh Province, Vietnam.","+84 36 385 3967"
"4154151","GULF RESOURCE MANAGEMENT INC","United States of America","+1 337 364 6788","","","www.gulf-resource.com","Gulf Resource Management Inc ","United States of America","United States of America","20121231","","1606, Jane Street, New Iberia LA 70563-1415, USA.","+1 337 364 6708"
"4162323","BANK OF COMMUNICATIONS","China, People's Republic of","+86 21 5355 9858","","","www.bocommleasing.com","Bank of Communications Financial Leasing Co Ltd","China, People's Republic of","China, People's Republic of","20140807","","6th Floor, Building 3, 80, Songtao Lu, Pudong Xinqu, Shanghai, 201203, China.","+86 21 6278 8317"
"4177025","OCEAN VICTORY INT'L HOLDINGS","Hong Kong, China","+86 411 3980 6722","","","","Ocean Victory Int'l Holdings Ltd ","Hong Kong, China","Hong Kong, China","20140530","","Room 1701, 17th Floor, Henan Building, 90, Jaffe Road, Wan Chai, Hong Kong, China.","+86 411 3980 6728"
"4181725","PHIL NATIONAL LINES INC","Philippines","+63 2 896 7631","","cmc@cargomarine.com.ph","www.cargomarine.com.ph","Phil National Lines Inc ","Philippines","Philippines","20130411","","62A, Bonifacio Street, Makati City, 1208 Manila, Philippines.","+63 2 890 5958"
"4183063","TRUONG MINH TRANSPORT JSC","Vietnam","+84 36 385 3313","","","","Truong Minh Transport JSC ","Vietnam","","20131001","","Zone 1, Diem Dien, Thai Thuy District, Thai Binh Province, Vietnam.","+84 36 385 3313"
"4185277","NAM MIEN TRUNG TRANSPORT","Vietnam","+84 31 387 6969","","","","Nam Mien Trung Transport & Trading JSC ","Vietnam","","20111115","","6, Mac Thien Phuc, Kien an District, Haiphong City, Vietnam.","+84 31 387 6969"
"4199262","HOANG CHIEN TRADING SERVICE","Vietnam","+84 31 357 3405","","","","Hoang Chien Trading Service & Transport JSC","Vietnam","","20140113","","An Lu, Thuy Nguyen District, Haiphong City, Vietnam.","+84 31 357 3405"
"4199421","TRUNG THANH SHIPPING SERVICE","Vietnam","+84 31 375 9267","","","","Trung Thanh Shipping Service JSC ","Vietnam","","20131122","","179, Doan Xa I, Hai An District, Haiphong City, Vietnam.","+84 31 375 9266"
"4199934","KHANH CUONG JSC","Vietnam","+84 36 385 3860","","","","Khanh Cuong JSC ","Vietnam","","20131213","","Zone 6, Diem Dien, Thai Thuy District, Thai Binh Province, Vietnam.","+84 36 385 3860"
